,明细_所属分类,取数日期,数据日期,明细_数量,所属部门,明细_所属项目,班次,明细_项目,明细_计量单位
213,直接材料,2025-05-20,2025-05-20 06:00:00,180.0,动力设备分厂,暂无分类,夜班,4、5号球磨用水量,吨
214,直接材料,2025-05-20,2025-05-20 06:00:00,1218.0,动力设备分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
215,直接材料,2025-05-20,2025-05-20 06:00:00,852.0,动力设备分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
216,直接材料,2025-05-20,2025-05-20 06:00:00,0.0,动力设备分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
217,直接材料,2025-05-20,2025-05-20 06:00:00,0.0,动力设备分厂,衬板,夜班,4、5号球磨衬板消耗,吨
218,直接材料,2025-05-20,2025-05-20 06:00:00,1.972,动力设备分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
219,直接材料,2025-05-20,2025-05-20 06:00:00,0.545,动力设备分厂,钢球,夜班,4、5号球磨钢球消耗,吨
220,直接材料,2025-05-21,2025-05-21 06:00:00,50.0,动力设备分厂,絮凝剂,夜班,,kg
221,直接材料,2025-05-21,2025-05-21 06:00:00,884.0,动力设备分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
222,直接材料,2025-05-21,2025-05-21 06:00:00,1643.0,动力设备分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
223,直接材料,2025-05-21,2025-05-21 06:00:00,220.0,动力设备分厂,暂无分类,夜班,1-2期半自磨用水量,吨
224,直接材料,2025-05-21,2025-05-21 06:00:00,220.0,动力设备分厂,暂无分类,夜班,4、5号球磨用水量,吨
225,直接材料,2025-05-21,2025-05-21 06:00:00,1322.0,动力设备分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
226,直接材料,2025-05-21,2025-05-21 06:00:00,1145.0,动力设备分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
227,直接材料,2025-05-21,2025-05-21 06:00:00,0.0,动力设备分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
228,直接材料,2025-05-21,2025-05-21 06:00:00,0.0,动力设备分厂,衬板,夜班,4、5号球磨衬板消耗,吨
229,直接材料,2025-05-21,2025-05-21 06:00:00,2.102,动力设备分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
230,直接材料,2025-05-21,2025-05-21 06:00:00,0.332,动力设备分厂,钢球,夜班,4、5号球磨钢球消耗,吨
231,直接材料,2025-05-22,2025-05-22 06:00:00,50.0,动力设备分厂,絮凝剂,夜班,,kg
232,直接材料,2025-05-22,2025-05-22 06:00:00,1229.0,动力设备分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
233,直接材料,2025-05-22,2025-05-22 06:00:00,2283.0,动力设备分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
234,直接材料,2025-05-22,2025-05-22 06:00:00,310.0,动力设备分厂,暂无分类,夜班,1-2期半自磨用水量,吨
235,直接材料,2025-05-22,2025-05-22 06:00:00,190.0,动力设备分厂,暂无分类,夜班,4、5号球磨用水量,吨
236,直接材料,2025-05-22,2025-05-22 06:00:00,1231.0,动力设备分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
237,直接材料,2025-05-22,2025-05-22 06:00:00,917.0,动力设备分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
238,直接材料,2025-05-22,2025-05-22 06:00:00,0.0,动力设备分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
239,直接材料,2025-05-22,2025-05-22 06:00:00,0.0,动力设备分厂,衬板,夜班,4、5号球磨衬板消耗,吨
240,直接材料,2025-05-22,2025-05-22 06:00:00,1.3,动力设备分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
241,直接材料,2025-05-22,2025-05-22 06:00:00,0.466,动力设备分厂,钢球,夜班,4、5号球磨钢球消耗,吨
242,直接材料,2025-05-23,2025-05-23 06:00:00,50.0,动力设备分厂,絮凝剂,夜班,,㎏
243,直接材料,2025-05-23,2025-05-23 06:00:00,1216.0,动力设备分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
244,直接材料,2025-05-23,2025-05-23 06:00:00,2280.0,动力设备分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
245,直接材料,2025-05-23,2025-05-23 06:00:00,310.0,动力设备分厂,暂无分类,夜班,1-2期半自磨用水量,吨
246,直接材料,2025-05-23,2025-05-23 06:00:00,160.0,动力设备分厂,暂无分类,夜班,4、5号球磨用水量,吨
247,直接材料,2025-05-23,2025-05-23 06:00:00,843.0,动力设备分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
248,直接材料,2025-05-23,2025-05-23 06:00:00,948.0,动力设备分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
249,直接材料,2025-05-23,2025-05-23 06:00:00,0.0,动力设备分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
250,直接材料,2025-05-23,2025-05-23 06:00:00,0.0,动力设备分厂,衬板,夜班,4、5号球磨衬板消耗,吨
251,直接材料,2025-05-23,2025-05-23 06:00:00,1.936,动力设备分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
252,直接材料,2025-05-23,2025-05-23 06:00:00,0.74,动力设备分厂,钢球,夜班,4、5号球磨钢球消耗,吨
253,直接材料,2025-05-24,2025-05-24 06:00:00,50.0,动力设备分厂,絮凝剂,夜班,,㎏
254,直接材料,2025-05-24,2025-05-24 06:00:00,1248.0,动力设备分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
255,直接材料,2025-05-24,2025-05-24 06:00:00,2319.0,动力设备分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
256,直接材料,2025-05-24,2025-05-24 06:00:00,310.0,动力设备分厂,暂无分类,夜班,1-2期半自磨用水量,吨
257,直接材料,2025-05-24,2025-05-24 06:00:00,200.0,动力设备分厂,暂无分类,夜班,4、5号球磨用水量,吨
258,直接材料,2025-05-24,2025-05-24 06:00:00,1291.0,动力设备分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
259,直接材料,2025-05-24,2025-05-24 06:00:00,976.0,动力设备分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
260,直接材料,2025-05-24,2025-05-24 06:00:00,0.0,动力设备分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
261,直接材料,2025-05-24,2025-05-24 06:00:00,0.0,动力设备分厂,衬板,夜班,4、5号球磨衬板消耗,吨
262,直接材料,2025-05-24,2025-05-24 06:00:00,2.047,动力设备分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
263,直接材料,2025-05-24,2025-05-24 06:00:00,0.459,动力设备分厂,钢球,夜班,4、5号球磨钢球消耗,吨
264,直接材料,2025-05-25,2025-05-25 06:00:00,50.0,动力设备分厂,絮凝剂,夜班,,㎏
265,直接材料,2025-05-25,2025-05-25 06:00:00,996.0,动力设备分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
266,直接材料,2025-05-25,2025-05-25 06:00:00,2043.0,动力设备分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
267,直接材料,2025-05-25,2025-05-25 06:00:00,270.0,动力设备分厂,暂无分类,夜班,1-2期半自磨用水量,吨
268,直接材料,2025-05-25,2025-05-25 06:00:00,200.0,动力设备分厂,暂无分类,夜班,4、5号球磨用水量,吨
269,直接材料,2025-05-25,2025-05-25 06:00:00,1331.0,动力设备分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
270,直接材料,2025-05-25,2025-05-25 06:00:00,911.0,动力设备分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
271,直接材料,2025-05-25,2025-05-25 06:00:00,0.0,动力设备分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
272,直接材料,2025-05-25,2025-05-25 06:00:00,0.0,动力设备分厂,衬板,夜班,4、5号球磨衬板消耗,吨
273,直接材料,2025-05-25,2025-05-25 06:00:00,1.769,动力设备分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
274,直接材料,2025-05-25,2025-05-25 06:00:00,0.654,动力设备分厂,钢球,夜班,4、5号球磨钢球消耗,吨
275,直接材料,2025-05-26,2025-05-26 06:00:00,50.0,动力设备分厂,絮凝剂,夜班,,㎏
276,直接材料,2025-05-26,2025-05-26 06:00:00,1172.0,动力设备分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
277,直接材料,2025-05-26,2025-05-26 06:00:00,2178.0,动力设备分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
278,直接材料,2025-05-26,2025-05-26 06:00:00,290.0,动力设备分厂,暂无分类,夜班,1-2期半自磨用水量,吨
279,直接材料,2025-05-26,2025-05-26 06:00:00,120.0,动力设备分厂,暂无分类,夜班,4、5号球磨用水量,吨
280,直接材料,2025-05-26,2025-05-26 06:00:00,1390.0,动力设备分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
281,直接材料,2025-05-26,2025-05-26 06:00:00,0.0,动力设备分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
282,直接材料,2025-05-26,2025-05-26 06:00:00,0.0,动力设备分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
283,直接材料,2025-05-26,2025-05-26 06:00:00,0.0,动力设备分厂,衬板,夜班,4、5号球磨衬板消耗,吨
284,直接材料,2025-05-26,2025-05-26 06:00:00,1.631,动力设备分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
285,直接材料,2025-05-26,2025-05-26 06:00:00,0.479,动力设备分厂,钢球,夜班,4、5号球磨钢球消耗,吨
286,直接材料,2025-05-27,2025-05-27 06:00:00,50.0,动力设备分厂,絮凝剂,夜班,,kg
287,直接材料,2025-05-27,2025-05-27 06:00:00,1136.0,动力设备分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
288,直接材料,2025-05-27,2025-05-27 06:00:00,2110.0,动力设备分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
289,直接材料,2025-05-27,2025-05-27 06:00:00,280.0,动力设备分厂,暂无分类,夜班,1-2期半自磨用水量,吨
290,直接材料,2025-05-27,2025-05-27 06:00:00,120.0,动力设备分厂,暂无分类,夜班,4、5号球磨用水量,吨
291,直接材料,2025-05-27,2025-05-27 06:00:00,1392.0,动力设备分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
292,直接材料,2025-05-27,2025-05-27 06:00:00,0.0,动力设备分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
293,直接材料,2025-05-27,2025-05-27 06:00:00,0.0,动力设备分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
294,直接材料,2025-05-27,2025-05-27 06:00:00,0.0,动力设备分厂,衬板,夜班,4、5号球磨衬板消耗,吨
295,直接材料,2025-05-27,2025-05-27 06:00:00,1.818,动力设备分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
296,直接材料,2025-05-27,2025-05-27 06:00:00,0.177,动力设备分厂,钢球,夜班,4、5号球磨钢球消耗,吨
297,直接材料,2025-05-28,2025-05-28 06:00:00,50.0,动力设备分厂,絮凝剂,夜班,,kg
298,直接材料,2025-05-28,2025-05-28 06:00:00,1319.0,动力设备分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
299,直接材料,2025-05-28,2025-05-28 06:00:00,2451.0,动力设备分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
300,直接材料,2025-05-28,2025-05-28 06:00:00,330.0,动力设备分厂,暂无分类,夜班,1-2期半自磨用水量,吨
301,直接材料,2025-05-28,2025-05-28 06:00:00,200.0,动力设备分厂,暂无分类,夜班,4、5号球磨用水量,吨
302,直接材料,2025-05-28,2025-05-28 06:00:00,1317.0,动力设备分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
303,直接材料,2025-05-28,2025-05-28 06:00:00,1007.0,动力设备分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
304,直接材料,2025-05-28,2025-05-28 06:00:00,0.0,动力设备分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
305,直接材料,2025-05-28,2025-05-28 06:00:00,0.0,动力设备分厂,衬板,夜班,4、5号球磨衬板消耗,吨
306,直接材料,2025-05-28,2025-05-28 06:00:00,1.872,动力设备分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
307,直接材料,2025-05-28,2025-05-28 06:00:00,0.323,动力设备分厂,钢球,夜班,4、5号球磨钢球消耗,吨
308,直接材料,2025-05-29,2025-05-29 06:00:00,50.0,动力设备分厂,絮凝剂,夜班,,㎏
309,直接材料,2025-05-29,2025-05-29 06:00:00,1215.0,动力设备分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
310,直接材料,2025-05-29,2025-05-29 06:00:00,2257.0,动力设备分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
311,直接材料,2025-05-29,2025-05-29 06:00:00,300.0,动力设备分厂,暂无分类,夜班,1-2期半自磨用水量,吨
312,直接材料,2025-05-29,2025-05-29 06:00:00,180.0,动力设备分厂,暂无分类,夜班,4、5号球磨用水量,吨
313,直接材料,2025-05-29,2025-05-29 06:00:00,1202.0,动力设备分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
314,直接材料,2025-05-29,2025-05-29 06:00:00,924.0,动力设备分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
315,直接材料,2025-05-29,2025-05-29 06:00:00,0.0,动力设备分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
316,直接材料,2025-05-29,2025-05-29 06:00:00,0.0,动力设备分厂,衬板,夜班,4、5号球磨衬板消耗,吨
317,直接材料,2025-05-29,2025-05-29 06:00:00,1.658,动力设备分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
318,直接材料,2025-05-29,2025-05-29 06:00:00,0.566,动力设备分厂,钢球,夜班,4、5号球磨钢球消耗,吨
319,直接材料,2025-05-30,2025-05-30 06:00:00,50.0,动力设备分厂,絮凝剂,夜班,,kg
320,直接材料,2025-05-30,2025-05-30 06:00:00,1259.0,动力设备分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
321,直接材料,2025-05-30,2025-05-30 06:00:00,2337.0,动力设备分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
322,直接材料,2025-05-30,2025-05-30 06:00:00,310.0,动力设备分厂,暂无分类,夜班,1-2期半自磨用水量,吨
323,直接材料,2025-05-30,2025-05-30 06:00:00,200.0,动力设备分厂,暂无分类,夜班,4、5号球磨用水量,吨
324,直接材料,2025-05-30,2025-05-30 06:00:00,1243.0,动力设备分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
325,直接材料,2025-05-30,2025-05-30 06:00:00,1030.0,动力设备分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
326,直接材料,2025-05-30,2025-05-30 06:00:00,0.0,动力设备分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
327,直接材料,2025-05-30,2025-05-30 06:00:00,0.0,动力设备分厂,衬板,夜班,4、5号球磨衬板消耗,吨
328,直接材料,2025-05-30,2025-05-30 06:00:00,1.827,动力设备分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
329,直接材料,2025-05-30,2025-05-30 06:00:00,0.601,动力设备分厂,钢球,夜班,4、5号球磨钢球消耗,吨
330,直接材料,2025-05-31,2025-05-31 06:00:00,50.0,动力设备分厂,絮凝剂,夜班,,㎏
331,直接材料,2025-05-31,2025-05-31 06:00:00,1009.0,动力设备分厂,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
332,直接材料,2025-05-31,2025-05-31 06:00:00,2132.0,动力设备分厂,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
333,直接材料,2025-05-31,2025-05-31 06:00:00,270.0,动力设备分厂,暂无分类,夜班,1-2期半自磨用水量,吨
334,直接材料,2025-05-31,2025-05-31 06:00:00,200.0,动力设备分厂,暂无分类,夜班,4、5号球磨用水量,吨
335,直接材料,2025-05-31,2025-05-31 06:00:00,1242.0,动力设备分厂,球磨矿石,夜班,4号磨机磨矿湿重,吨
336,直接材料,2025-05-31,2025-05-31 06:00:00,1030.0,动力设备分厂,球磨矿石,夜班,5号磨机磨矿湿重,吨
337,直接材料,2025-05-31,2025-05-31 06:00:00,0.0,动力设备分厂,衬板,夜班,1-2期半自磨衬板消耗,吨
338,直接材料,2025-05-31,2025-05-31 06:00:00,0.0,动力设备分厂,衬板,夜班,4、5号球磨衬板消耗,吨
339,直接材料,2025-05-31,2025-05-31 06:00:00,1.662,动力设备分厂,钢球,夜班,1-2期半自磨钢球消耗,吨
340,直接材料,2025-05-31,2025-05-31 06:00:00,0.473,动力设备分厂,钢球,夜班,4、5号球磨钢球消耗,吨
341,直接材料,2024-07-20,2024-07-20 06:00:00,439.0,破碎球磨工段,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
342,直接材料,2024-07-20,2024-07-20 06:00:00,1576.0,破碎球磨工段,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
343,直接材料,2024-07-20,2024-07-20 06:00:00,228.0,破碎球磨工段,暂无分类,夜班,1-2期半自磨用水量,吨
344,直接材料,2024-07-20,2024-07-20 06:00:00,0.0,破碎球磨工段,暂无分类,夜班,4、5号球磨用水量,吨
345,直接材料,2024-07-20,2024-07-20 06:00:00,0.0,破碎球磨工段,球磨矿石,夜班,4号磨机磨矿湿重,吨
346,直接材料,2024-07-20,2024-07-20 06:00:00,0.0,破碎球磨工段,球磨矿石,夜班,5号磨机磨矿湿重,吨
347,直接材料,2024-07-20,2024-07-20 06:00:00,1274.0,破碎球磨工段,衬板,夜班,1-2期半自磨衬板消耗,吨
348,直接材料,2024-07-20,2024-07-20 06:00:00,0.0,破碎球磨工段,衬板,夜班,4、5号球磨衬板消耗,吨
349,直接材料,2024-07-20,2024-07-20 06:00:00,112.0,破碎球磨工段,钢球,夜班,1-2期半自磨钢球消耗,吨
350,直接材料,2024-07-20,2024-07-20 06:00:00,0.0,破碎球磨工段,钢球,夜班,4、5号球磨钢球消耗,吨
351,直接材料,2024-08-04,2024-08-04 06:00:00,0.0,破碎球磨工段,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
352,直接材料,2024-08-04,2024-08-04 06:00:00,0.0,破碎球磨工段,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
353,直接材料,2024-08-04,2024-08-04 06:00:00,0.0,破碎球磨工段,暂无分类,夜班,1-2期半自磨用水量,吨
354,直接材料,2024-08-04,2024-08-04 06:00:00,0.0,破碎球磨工段,暂无分类,夜班,4、5号球磨用水量,吨
355,直接材料,2024-08-04,2024-08-04 06:00:00,0.0,破碎球磨工段,球磨矿石,夜班,4号磨机磨矿湿重,吨
356,直接材料,2024-08-04,2024-08-04 06:00:00,0.0,破碎球磨工段,球磨矿石,夜班,5号磨机磨矿湿重,吨
357,直接材料,2024-08-04,2024-08-04 06:00:00,0.0,破碎球磨工段,衬板,夜班,1-2期半自磨衬板消耗,吨
358,直接材料,2024-08-04,2024-08-04 06:00:00,0.0,破碎球磨工段,衬板,夜班,4、5号球磨衬板消耗,吨
359,直接材料,2024-08-04,2024-08-04 06:00:00,1.208,破碎球磨工段,钢球,夜班,1-2期半自磨钢球消耗,吨
360,直接材料,2024-08-04,2024-08-04 06:00:00,0.0,破碎球磨工段,钢球,夜班,4、5号球磨钢球消耗,吨
361,直接材料,2024-08-13,2024-08-13 06:00:00,409.0,破碎球磨工段,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
362,直接材料,2024-08-13,2024-08-13 06:00:00,2386.0,破碎球磨工段,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
363,直接材料,2024-08-13,2024-08-13 06:00:00,304.0,破碎球磨工段,暂无分类,夜班,1-2期半自磨用水量,吨
364,直接材料,2024-08-13,2024-08-13 06:00:00,46.0,破碎球磨工段,暂无分类,夜班,4、5号球磨用水量,吨
365,直接材料,2024-08-13,2024-08-13 06:00:00,180.0,破碎球磨工段,球磨矿石,夜班,4号磨机磨矿湿重,吨
366,直接材料,2024-08-13,2024-08-13 06:00:00,182.0,破碎球磨工段,球磨矿石,夜班,5号磨机磨矿湿重,吨
367,直接材料,2024-08-13,2024-08-13 06:00:00,2.841,破碎球磨工段,衬板,夜班,1-2期半自磨衬板消耗,吨
368,直接材料,2024-08-13,2024-08-13 06:00:00,0.0,破碎球磨工段,衬板,夜班,4、5号球磨衬板消耗,吨
369,直接材料,2024-08-13,2024-08-13 06:00:00,0.0,破碎球磨工段,钢球,夜班,1-2期半自磨钢球消耗,吨
370,直接材料,2024-08-13,2024-08-13 06:00:00,0.608,破碎球磨工段,钢球,夜班,4、5号球磨钢球消耗,吨
371,直接材料,2024-08-22,2024-08-22 06:00:00,0.0,破碎球磨工段,半自磨矿石,夜班,1期半自磨磨矿湿重,吨
372,直接材料,2024-08-22,2024-08-22 06:00:00,2368.0,破碎球磨工段,半自磨矿石,夜班,2期半自磨磨矿湿重,吨
373,直接材料,2024-08-22,2024-08-22 06:00:00,240.0,破碎球磨工段,暂无分类,夜班,1-2期半自磨用水量,吨
374,直接材料,2024-08-22,2024-08-22 06:00:00,0.0,破碎球磨工段,暂无分类,夜班,4、5号球磨用水量,吨
375,直接材料,2024-08-22,2024-08-22 06:00:00,0.0,破碎球磨工段,球磨矿石,夜班,4号磨机磨矿湿重,吨
376,直接材料,2024-08-22,2024-08-22 06:00:00,0.0,破碎球磨工段,球磨矿石,夜班,5号磨机磨矿湿重,吨
377,直接材料,2024-08-22,2024-08-22 06:00:00,0.0,破碎球磨工段,衬板,夜班,1-2期半自磨衬板消耗,吨
378,直接材料,2024-08-22,2024-08-22 06:00:00,0.0,破碎球磨工段,衬板,夜班,4、5号球磨衬板消耗,吨
379,直接材料,2024-08-22,2024-08-22 06:00:00,3.782,破碎球磨工段,钢球,夜班,1-2期半自磨钢球消耗,吨
380,直接材料,2024-08-22,2024-08-22 06:00:00,0.0,破碎球磨工段,钢球,夜班,4、5号球磨钢球消耗,吨
